name
systemd
kthreadd
pool_workqueue_release
kworker/R-rcu_gp
kworker/R-sync_wq
kworker/R-kvfree_rcu_reclaim
kworker/R-slub_flushwq
kworker/R-netns
kworker/0:0H-kblockd
kworker/R-mm_percpu_wq
ksoftirqd/0
rcu_preempt
rcu_exp_par_gp_kthread_worker/0
rcu_exp_gp_kthread_worker
migration/0
kprobe-optimizer
idle_inject/0
cpuhp/0
cpuhp/2
idle_inject/2
migration/2
ksoftirqd/2
kworker/2:0H-kblockd
cpuhp/4
idle_inject/4
migration/4
ksoftirqd/4
kworker/4:0H-kblockd
cpuhp/6
idle_inject/6
migration/6
ksoftirqd/6
kworker/6:0H-kblockd
cpuhp/8
idle_inject/8
migration/8
ksoftirqd/8
kworker/8:0H-kblockd
cpuhp/10
idle_inject/10
migration/10
ksoftirqd/10
kworker/10:0H-kblockd
cpuhp/1
idle_inject/1
migration/1
ksoftirqd/1
kworker/1:0H-kblockd
cpuhp/3
idle_inject/3
migration/3
ksoftirqd/3
kworker/3:0H-events_highpri
cpuhp/5
idle_inject/5
migration/5
ksoftirqd/5
kworker/5:0H-kblockd
cpuhp/7
idle_inject/7
migration/7
ksoftirqd/7
kworker/7:0H-kblockd
cpuhp/9
idle_inject/9
migration/9
ksoftirqd/9
kworker/9:0H-kblockd
cpuhp/11
idle_inject/11
migration/11
ksoftirqd/11
kworker/11:0H-kblockd
kdevtmpfs
kworker/R-inet_frag_wq
rcu_tasks_kthread
rcu_tasks_rude_kthread
kauditd
khungtaskd
oom_reaper
kworker/R-writeback
kcompactd0
ksmd
khugepaged
kworker/R-kblockd
kworker/R-blkcg_punt_bio
kworker/R-kintegrityd
irq/9-acpi
kworker/R-tpm_dev_wq
kworker/R-ata_sff
kworker/R-md_bitmap
kworker/R-md_llbitmap_io
kworker/R-md_llbitmap_unplug
kworker/R-md
kworker/R-edac-poller
kworker/R-devfreq_wq
watchdogd
kworker/R-quota_events_unbound
kswapd0
ecryptfs-kthread
kworker/R-kthrotld
irq/121-aerdrv
irq/122-aerdrv
irq/123-pciehp
irq/125-pciehp
irq/126-aerdrv
irq/127-pciehp
kworker/R-acpi_thermal_pm
hwrng
kworker/R-hfi-updates
kworker/R-mld
kworker/R-ipv6_addrconf
kworker/R-kstrp
kworker/R-charger_manager
kworker/R-nvme-wq
kworker/R-nvme-reset-wq
kworker/R-nvme-delete-wq
kworker/R-nvme-auth-wq
scsi_eh_0
kworker/R-scsi_tmf_0
scsi_eh_1
kworker/R-scsi_tmf_1
scsi_eh_2
kworker/R-scsi_tmf_2
scsi_eh_3
kworker/R-scsi_tmf_3
scsi_eh_4
kworker/R-scsi_tmf_4
scsi_eh_5
kworker/R-scsi_tmf_5
scsi_eh_6
kworker/R-scsi_tmf_6
scsi_eh_7
kworker/R-scsi_tmf_7
kworker/0:1H-kblockd
kworker/11:1H-kblockd
kworker/3:1H-kblockd
kworker/8:1H-kblockd
kworker/4:1H-kblockd
kworker/6:1H-kblockd
jbd2/sdb2-8
kworker/R-ext4-rsv-conversion
kworker/10:1H-kblockd
kworker/2:1H-kblockd
kworker/7:1H-kblockd
systemd-journald
kworker/1:1H-kblockd
systemd-resolved
systemd-udevd
psimon
kworker/R-cfg80211
irq/165-mei_me
